epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,431.664,1.49824,0.50447,0.30394,0.82344,1.26387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107288,0.00107288,0.00107288
20,460.244,1.48479,0.52432,0.30835,0.79883,1.25037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103987,0.00103987,0.00103987
21,493.612,1.47202,0.48744,0.30016,0.8221,1.24728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00100687,0.00100687,0.00100687
22,523.027,1.48906,0.48687,0.29661,0.77746,1.26491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000973861,0.000973861,0.000973861
23,553.763,1.48654,0.48464,0.30143,0.78592,1.26433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000940855,0.000940855,0.000940855
24,584.873,1.48435,0.49768,0.29383,0.79928,1.25602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000907848,0.000907848,0.000907848
25,618.919,1.4735,0.48197,0.28275,0.76724,1.25588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000874842,0.000874842,0.000874842
26,650.775,1.46842,0.43679,0.27896,0.75893,1.24939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000841835,0.000841835,0.000841835
27,681.669,1.44942,0.45258,0.28653,0.76131,1.23935,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000808828,0.000808828,0.000808828
28,715.394,1.4643,0.43881,0.27423,0.76881,1.24614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000775822,0.000775822,0.000775822
29,747.196,1.44113,0.45096,0.27951,0.76134,1.24036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000742815,0.000742815,0.000742815
30,788.843,1.45355,0.4551,0.27436,0.7461,1.24096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000709809,0.000709809,0.000709809
31,823.92,1.42176,0.44371,0.28268,0.74708,1.22366,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000676802,0.000676802,0.000676802
32,865.222,1.42434,0.45302,0.2805,0.74052,1.22423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000643795,0.000643795,0.000643795
33,904.365,1.42405,0.42828,0.26584,0.73227,1.23333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000610789,0.000610789,0.000610789
34,936.937,1.45799,0.4333,0.27092,0.72689,1.25855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000577782,0.000577782,0.000577782
35,973.961,1.40133,0.42383,0.26348,0.72544,1.23443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000544776,0.000544776,0.000544776
36,1013.54,1.43229,0.42212,0.25314,0.70489,1.2211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000511769,0.000511769,0.000511769
37,1060.04,1.42067,0.41202,0.26038,0.69555,1.23276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000478762,0.000478762,0.000478762
38,1104.19,1.39646,0.41235,0.27092,0.71185,1.22104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000445756,0.000445756,0.000445756
39,1146.78,1.4133,0.41357,0.27512,0.69542,1.23195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000412749,0.000412749,0.000412749
40,1203.91,1.38835,0.43182,0.27025,0.70184,1.21374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000379743,0.000379743,0.000379743
41,1246.23,1.36192,0.40855,0.23411,0.652,1.19317,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000346736,0.000346736,0.000346736
42,1296.48,1.36062,0.39584,0.2306,0.64279,1.19425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000313729,0.000313729,0.000313729
43,1344.54,1.35174,0.39476,0.2185,0.63583,1.1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000280723,0.000280723,0.000280723
44,1396.26,1.35848,0.39522,0.23667,0.63425,1.19532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000247716,0.000247716,0.000247716
45,1487.71,1.34378,0.38684,0.22529,0.61661,1.17637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021471,0.00021471,0.00021471
46,1536.01,1.34525,0.38353,0.22844,0.61695,1.18455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181703,0.000181703,0.000181703
47,1584.48,1.32577,0.38756,0.22727,0.61262,1.17946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148696,0.000148696,0.000148696
48,1628.57,1.33522,0.38293,0.22926,0.60697,1.17978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011569,0.00011569,0.00011569
49,1673.75,1.32559,0.39083,0.22623,0.60451,1.17416,0,0,0,0,0,0,0,0,0,0,0,0,0,8.26832e-05,8.26832e-05,8.26832e-05
50,1766.2,1.32638,0.36656,0.22055,0.60558,1.17864,0.96178,0.1129,0.11126,0.06268,0.95393,0.11101,0.11033,0.10116,1.46275,0.53289,0.17285,0.6108,1.23482,4.96766e-05,4.96766e-05,4.96766e-05
