epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,78.2711,2.15058,2.26333,0.68599,2.71447,1.82551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028339,0.00028339,0.00028339
2,138.144,1.74795,1.62456,0.61514,1.43691,1.42095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000571898,0.000571898,0.000571898
